,LR,Layer1,Layer2,Layer3,Layer4,Fitness,Generation
331,0.01,2.0,40.0,0.0,0.0,0.15694840975974067,
332,0.01,32.0,40.0,0.0,0.0,0.7004661968444561,
333,0.01,40.0,10.0,0.0,0.0,0.6654072200106362,
334,0.01,32.0,21.0,12.0,0.0,0.3611249087949515,
335,0.001,40.0,10.0,0.0,0.0,0.2622492743171509,
336,0.011000000000000001,32.0,40.0,0.0,0.0,0.54555694203133,
337,0.01,20.0,40.0,0.0,0.0,0.5374310651006573,
338,0.011000000000000001,32.0,29.0,0.0,0.0,0.6595511970739403,
339,0.01,20.0,29.0,0.0,0.0,0.7149414377807386,
340,0.01,37.0,40.0,0.0,0.0,0.5807804916105784,
341,0.011000000000000001,20.0,40.0,0.0,0.0,0.4537457992387273,
342,0.01,37.0,40.0,0.0,0.0,0.4740073104063582,
343,0.011000000000000001,17.0,40.0,0.0,0.0,0.2800583245736974,
344,0.01,20.0,33.0,0.0,0.0,0.7269888094994001,
345,0.01,40.0,20.0,0.0,4.0,0.5915710222466763,
346,0.01,12.0,33.0,0.0,8.0,0.6770500184053778,
347,0.001,40.0,20.0,0.0,4.0,0.19768016116505427,
348,0.011000000000000001,22.0,40.0,0.0,0.0,0.5230985405651105,
349,0.01,40.0,20.0,0.0,4.0,0.6600792726939625,
350,0.011000000000000001,22.0,40.0,0.0,0.0,0.7055635200719372,
351,0.01,40.0,20.0,6.0,4.0,0.06001771000829315,
352,0.01,40.0,20.0,0.0,0.0,0.8539421974999252,
353,0.01,2.0,2.0,0.0,0.0,-0.19331445420611315,
354,0.01,7.0,20.0,0.0,4.0,-0.4792450850673924,
355,0.006,2.0,2.0,0.0,0.0,0.08454284533946033,
356,0.01,40.0,20.0,0.0,4.0,0.5640640416818055,
357,0.01,20.0,33.0,0.0,0.0,0.5458394968544894,
358,0.01,22.0,20.0,0.0,12.0,0.5290413770017084,
359,0.01,20.0,21.0,0.0,0.0,0.5280039556802185,
360,0.011000000000000001,20.0,29.0,0.0,0.0,0.4347892188026281,
361,0.01,40.0,29.0,0.0,4.0,0.5842170387745261,
362,0.011000000000000001,20.0,41.0,0.0,0.0,0.45860470858910884,
363,0.061,40.0,29.0,0.0,4.0,-9775328654.683392,
364,0.01,20.0,40.0,0.0,0.0,0.7599916150095631,
365,0.011000000000000001,40.0,37.0,0.0,0.0,0.6832309252416672,
366,0.01,2.0,40.0,15.0,0.0,0.04356821106478237,
367,0.011000000000000001,40.0,37.0,0.0,16.0,0.5578680903095269,
368,0.011000000000000001,20.0,40.0,0.0,0.0,0.6162778358486833,
369,0.01,40.0,20.0,0.0,4.0,0.6690851810266456,
370,0.001,20.0,40.0,0.0,0.0,0.5423218914696709,
371,0.01,40.0,33.0,0.0,4.0,0.7644743195778914,
372,0.01,20.0,40.0,0.0,0.0,0.6774069562153516,
373,0.01,20.0,40.0,0.0,0.0,0.6724078594145295,
374,0.021,20.0,17.0,0.0,0.0,-0.23662314641216275,
375,0.01,32.0,40.0,0.0,0.0,0.4485310114015836,
376,0.01,20.0,33.0,0.0,0.0,0.3507853899481874,
377,0.01,40.0,20.0,0.0,4.0,0.7994221443662304,
378,0.01,20.0,1.0,0.0,0.0,0.0378669014954246,
379,0.01,40.0,29.0,0.0,4.0,0.6856827499474829,
380,0.01,40.0,37.0,0.0,0.0,0.43881315687879485,
381,0.01,20.0,33.0,0.0,0.0,0.6775686574011206,
382,0.01,32.0,37.0,0.0,0.0,0.4827297286061424,
383,0.01,20.0,33.0,0.0,16.0,0.4749275212636421,
384,0.011000000000000001,40.0,20.0,0.0,4.0,0.5444809646050124,
385,0.011000000000000001,22.0,40.0,0.0,0.0,0.728058035989424,
386,0.001,40.0,20.0,0.0,12.0,0.06620613093789585,
387,0.011000000000000001,22.0,40.0,0.0,20.0,0.5434023319537891,
388,0.01,20.0,40.0,0.0,0.0,0.5839724401687705,
389,0.011000000000000001,20.0,33.0,0.0,0.0,0.3219295286380037,
390,0.01,7.0,40.0,0.0,0.0,0.6830894908375885,
391,0.011000000000000001,37.0,33.0,0.0,0.0,0.696903230584478,
392,0.01,40.0,20.0,0.0,4.0,0.5980196692101506,
393,0.01,20.0,29.0,0.0,0.0,0.5331892422722249,
394,0.021,40.0,20.0,0.0,12.0,0.5058052444352439,
395,0.01,20.0,29.0,0.0,16.0,0.6281412732391249,
396,0.01,20.0,40.0,0.0,0.0,0.039870823185521154,
397,0.01,32.0,40.0,0.0,0.0,0.6440891325419477,
398,0.001,20.0,40.0,0.0,0.0,0.3478446127467679,
399,0.01,32.0,41.0,0.0,0.0,0.5359663183295508,
400,0.01,20.0,33.0,0.0,0.0,0.5772947277483702,
401,0.01,40.0,20.0,0.0,0.0,0.7350582869776715,
402,0.01,7.0,33.0,0.0,0.0,0.6019681016813285,
403,0.01,40.0,29.0,0.0,0.0,0.7155568509988763,
404,0.01,40.0,29.0,0.0,4.0,0.683271420694919,
405,0.011000000000000001,32.0,40.0,0.0,0.0,0.7020015623209013,
406,0.01,40.0,5.0,0.0,4.0,0.6173066660832844,
